id,book,page,certainty,category,description,rooms,features,notes
crydee_240,Magician,267,canon,architecture,"light. It stood empty, except for the young lord's bodyguard and the cook's crew. In the distance the sounds of the work crew echoed through the trees. ""When I was a boy, on my father's farm in Szetac,"" began Chogana, ""it was discovered I had a talent. I was investigated and found lacking."" The meaning of that last statement was lost on Pug, but he didn't interrupt. ""So I became a farmer like my father. But my talent was there. Sometimes I see things, Pug, things within men. As I grew, word o...",tower,gate,Extracted from page 267
crydee_241,Magician,268,implied,architecture,"Pug AND LauRIE sat on the steps of the temple, with six Tsurani guards ~ lounging around. The guards had been civil-barely-for the entire journey. The travel had been tiring, if not difficult. With no horses, nor anything to substitute for them, every Tsurani not riding in a needra cart moved by power of shanks' mare, their own or others. Nobles were carried up and down the wide boulevards on litters borne on the backs of puffing, sweating slaves. Pug and Laurie had been given the short, plai...",,,Extracted from page 268
crydee_242,Magician,269,implied,architecture,"the guards at the head of the procession would call out ""Shinzawai! Shinzawai!"" letting everyone know a noble approached. Only once did the party give way in the city; a group of red-clad men, robed in cloaks of scarlet feathers. The one that Pug took to be a high priest wore a mask of wood fashioned to resemble a red skull, while the others had red painted faces. They blew reed whistles, and people scattered to clear their line of march. One of the soldiers made a sign of protection, and lat...",,bed,Extracted from page 269
crydee_243,Magician,270,implied,architecture,"exclaim about this sight or that. Soon the guards were chuckling over the barbarians' obvious delight at the most mundane things. Every building they passed was fashioned from wood and a translucent material, clothlike but rigid. A few, like the temples, were constructed with stone, but what was most remarkable was that every building they passed, from temple to worker's hut, was painted white, except for bordering beams and door frames, which were polished deep brown. Every open surface was ...",,door,Extracted from page 270
crydee_244,Magician,273,canon,architecture,"If we keep sharp, we may be able to turn it to our advantage. Always remember that. Should a man want something from you, you can always make a bargain, no matter what the apparent differences in your stations."" ""Of course. Give him what he wants, and he'll let you live."" ""You're too young to be so cynical,"" Laurie countered, with mirth sparkling in his eyes. ""Tell you what. You leave the world-weary pose to old travelers such as myself, and I'll make sure that you don't miss a single opportu...",,,Extracted from page 273
crydee_245,Magician,276,canon,architecture,"coming from the front of the caravan. Guards came rushing forward, and Laurie turned to his shorter companion. ""What do you suppose that is all about?"" Not waiting for an answer, he jumped down and ran forward. Pug followed. As they reached the head of the caravan, behind the Lord of the Shinzawai's litter, they could see shapes advancing up the road toward them. Laurie grabbed Pug's sleeve. ""Riders!"" Pug could scarcely beleve his eyes, for indeed it appeared that riders were approaching alon...",,bed,Extracted from page 276
crydee_246,Magician,277,implied,architecture,"Hokanu had reached his father's side, from his place among the guards at the rear of the caravan, and was embracing the rider, exchanging greetings. The rider then embraced the Lord of the Shinzawai. Pug and Laurie could hear the rider say, ""Father! It is good to see you."" The Shinzawai lord said, ""Kasumi! It is good to see my firstborn son. when did you return?"" ""Less than a week ago. I would have come to Jamar, but I heard that you were due here, so I waited."" ""I am glad. who are these with...",,,Extracted from page 277
crydee_247,Magician,279,canon,architecture,"a painting. On the walls hung carvings, tapestries, and paintings, all done in fine style, small and delicate. The floor was covered, in Tsurani fashion, with a thick pile of cushions. Upon a large cushion Kamatsu, Lord of the Shinzawai, sat, across from him were his two sons. All were dressed in the short robes of expensive fabric and cut they used when off duty. Pug and Laurie stood with their eyes downcast until they were spoken to. Hokanu spoke first. ""The blond giant is called Lor-re, an...",,wall,Extracted from page 279
crydee_248,Magician,282,canon,architecture,"considerably. ""I try to keep the dogs healthy. We must keep them locked up, for they try to harry the cho-ja, who like them not at all."" for a moment Pug thought perhaps they had been taken from Midkemia as the horse had been. when he asked where they had come from, Rachmad looked at him as if he were crazy. ""You speak like you have been too long in the sun. There have always been dogs."" With that final pronouncement on the matter, he judged the conversation closed and left. LaTER ThaT NIGHT,...",kitchen,,Extracted from page 282
crydee_249,Magician,283,canon,architecture,"speed, Kasumi looked enraptured. ""Keep your heels down!"" shouted Pug. Then, without instructions from either slave, Kasumi kicked the horse hard in the sides and had the animal running over the fields. Laurie watched him vanish across the meadow and said, ""He's either a natural horseman or he's going to kill himself."" Pug nodded. ""I think he's got the knack. He's certainly not lacking courage."" Laurie pulled up a long stem of grass from the ground and put it between his teeth. He hunkered dow...",,,Extracted from page 283
crydee_250,Magician,284,canon,architecture,"out with his cho-ja companions. Well, those three cho-ja soldiers left this morning-which is why Bethel here is out of her pen-and I heard some gossip that the orders of the older son of the Shinzawai were suddenly changed. Put that together with these riding and language lessons and what do you have?"" Pug stretched. ""I don't know."" ""I don't know either."" Laurie sounded disgusted. ""But these matters are of high import."" He looked across the plain and said lightly, ""All I ever wanted to do was...",kitchen,,Extracted from page 284
crydee_251,Magician,287,canon,architecture,"Pug brushed back the hair from his eyes. ""Then what is to keep the Warlord's clan from claiming the office, if they are the most powerful?"" Kasumi looked troubled. ""It is not an easy thing to explain. Perhaps you would have to be Tsurani to understand. There are laws, but more important, there are customs. No matter how POWERFUL a clan becomes, or a family within it, only the lord of one of five families may be elected Warlord. They are the Keda, Tonmargu, Minwanabi, Oaxatucan, and the Xacate...",,table,Extracted from page 287
crydee_252,Magician,291,unknown,architecture,"after a moment said, ""when I was at Crydee, I thought for a time I was in love with Carline. But I don't know. Is that strange?"" Laurie shook his head. ""No, Pug. There are many ways to love someone. Sometimes we want love so much, we're not too choosy about who we love. Other times we make love such a pure and noble thing, no poor human can ever meet our vision. But for the most part, love is a recognition, an opportunity to say, ""There is something about you I",,,Extracted from page 291
crydee_253,Magician,292,canon,architecture,"Carline, I felt as if I had to keep her away, you know, at arm's length. Sort of keeping control of what went on, I think."" Laurie probed lightly. ""And Katala?"" Pug shrugged again. ""I don't know. It's different. I don't feel as if I have to keep her under control. It's more as if there are things I want to tell her, but I don't know how. Like the way I got all jammed up inside when she smiled at me the first time. I could talk to Carline, when she kept quiet and let me. Katala keeps quiet, bu...",,bed,Extracted from page 292
crydee_254,Magician,293,unknown,architecture,"wasn't meaning to make sport of you. You just caught me off guard."" He looked away, gathering his thoughts, then said, ""My father threw me out when I was just shy twelve years old, I was the eldest boy, and he had seven other mouths to feed. And I was never much for farming. A neighbor boy and I walked to Tyr-Sog and spent a year living on the streets. He joined a mercenary band as a cook's monkey and later became a soldier. I hooked up with a traveling troupe of musicians. I apprenticed to a...",,,Extracted from page 293
crydee_255,Magician,294,canon,architecture,"""She married again. He was a good man, an innkeeper on the road from Malac's Cross to Durrony's Male. His wife had died the year before of fever, leaving him with two small sons. She tried to explain things to me, but I wouldn't listen. What did I know? I was not quite sixteen, and the world was a simple place."" Pug nodded. ""I know what you mean.' Laurie said, ""Look, what I'm trying to say is that I understand your problem. I can explain how things work. . . ."" Pug said, ""I know that. I wasn'...",,door,Extracted from page 294
crydee_256,Magician,298,canon,architecture,"horses. They rode down upon us, and our soldiers died. But then I came to see what magnificent creatures they are. There were other prisoners, when I was still back on your world, who said you have noble families who are known for nothing so much as the fine stock of horses they breed. Someday the finest horses in the Empire shall be Shinzawai horses."" ""By the look of these, you have a good start, though from what little I know, I think you need a larger stock for breeding."" ""We shall have as...",,,Extracted from page 298
crydee_257,Magician,300,implied,architecture,"he had seen soldiers. Both sons of the house were soldiers, as had been their father in his youth. Hokanu was First Strike Leader of his father's garrison, due to his being the Lord of the Shinzawai's second son, but his dealing with the slave master at the swamp camp showed a ruthless efficiency in Hokanu, and Pug knew it to be no quirk. He was Tsurani, and the Tsurani code was taught at a very early age, and fiercely followed. Kasumi sensed he was being studied and said, ""I fear I am becomi...",,bed,Extracted from page 300
crydee_258,Magician,301,canon,architecture,"Hokanu and the household guard came running from the soldiers' building and took up positions near the corral. Archers readied their bows, and swordsmen stood in ranks, ready to accept the charge. Suddenly Laurie was at Pug's side, holding his nearly finished lute. ""what?"" ""ThUn raid!"" Laurie stood as fascinated by the sight as Pug. Suddenly he put his lute aside, then jumped into the corral. ""What do you think you're doing?"" yelled Pug. The troubadour dodged a protective feint by the grey st...",,"bed, gate",Extracted from page 301
crydee_259,Magician,302,canon,architecture,"herd leader as Laurie brought her past the gate. Pug saw Kasumi running from the tack house, a saddle in his hand, and shouted, ""Whoa!"" setting as hard a seat as he could manage bareback. The stallion halted and Pug commanded, ""Stand!"" The grey pawed the ground in anticipation of a fight. Kasumi shouted as he approached, ""Keep the horses from fighting. This is a Blood Raid, and the ThUn will not retreat until each has killed at least once."" He called for Laurie to stop, and when the small her...",,"gate, door",Extracted from page 302
crydee_260,Magician,305,unknown,architecture,"""Say a word in anger within earshot of any soldier of this house, especially my brother, and you are a dead slave."" Stiffly Pug said, ""Your will, master."" Witnessing the bitterness of Pug's expression, Kasumi softly repeated, ""There are reasons, Pug."" for a moment he was trying to be other than a Tsurani master, a friend trying to ease pain. He locked gaze with Pug, then a veil dropped over Kasumi's eyes, and once more they were slave and master. Pug lowered his eyes as was expected of a slav...",,,Extracted from page 305
crydee_261,Magician,306,canon,architecture,"Festival of Banapis the year before he had left Crydee for Rillanon. He could almost see once more the familiar sights of home. for the first time in years, Pug felt a deep sadness and longing that nearly overwhelmed him. Pug swallowed hard, easing the tightness in his throat. Homesickness and hopeless frustration warred within him, and he could feel his hardlearned selfcontrol slipping away. He quickly invoked one of the calming exercises he had been taught by Kulgan. A sense of well-being s...",,wall,Extracted from page 306
crydee_262,Magician,307,unknown,architecture,"""I am Pug, once of the Duke of Crydee's court."" ""who are you, to stand here radiating the power?"" At this all three men of the Shinzawai household started, and Laurie looked at Pug in confusion. ""I am a slave, master.' ""Give me your hand."" Pug reached out, and his hand was taken by the Great One. The man's lips moved, and his eyes clouded over. Pug felt a warmth through his hand and over him. The room seemed to glow with a soft white haze. Soon all he could see was the magician's eyes. His mi...",,,Extracted from page 307
crydee_263,Magician,308,canon,architecture,"Since the siege of Castle Crydee three years before, the outworlders had come each spring, swarming across the river like ants, a dozen for each elf. Each year elven magic had defeated them. Hundreds would enter the sleeping glades to fall into the endless sleep, their bodies being consumed by the soil, to nourish the magic trees. Others would answer the dryads' call, following the enchanted sprites' songs until in their passion for the elemental beings they would die of thirst while still in...",Tower,,Extracted from page 308
crydee_264,Magician,309,canon,architecture,"Towers known for eavesdropping, Dolgan?"" The dwarven chief ignored the bite of the question. ""Usually not, my lady. But I was out for a walk-those little tree rooms fill with smoke right quickly-and I happened to overhear. I did not wish to interrupt."" Calin said, ""You can move with stealth when you choose, friend Dolgan."" Dolgan shrugged and blew a cloud of smoke. ""Elvenfolk are not the only ones with the knack of treading lightly. But we were speaking of the lad. If what you say is true, th...",Tower,,Extracted from page 309
crydee_265,Magician,310,canon,architecture,"out into the snow, seeing what no other can see. He keeps the armor locked away in his room during such times, and when campaigning, he never removes it, even to sleep. He has changed, and it is not a natural changing. No, he would never willingly give up the armor."" ""We could try to force him,"" said the queen, ""but that could prove unwise. There is something coming into being in him, something that may save my people, and I would risk much for them."" Dolgan said, ""I do not understand, my lad...",,,Extracted from page 310
crydee_266,Magician,312,canon,architecture,"not live to regret letting him keep the armor. The Queen stepped down from her throne. ""I also hope there will be no regrets, Dolgan. Here in Elvandar the old magic is softened, and Tomas is of lighter heart. Perhaps that is a sign we do the right thing, tempering the change rather than opposing it."" Dolgan made a courtly bow. ""I yield to your wisdom, my lady. And I pray you are right."" The Queen bade them good night and left. Calin said, ""I also pray my Mother-Queen speaks from wisdom, and n...",,,Extracted from page 312
crydee_267,Magician,314,implied,architecture,"the outworld soldiers sitting near their campfires, and smiled. ""They hug their camps,"" he whispered. Galain nodded. ""We have stung them enough that they seek the warmth of their campfires."" The late spring evening mist shrouded the area, mantling the Tsurani camp in haze. Even the campfires seemed to burn less brightly. Tomas again studied the camp. ""I mark thirty, with thirty more in each camp east and west."" Galain said nothing, waiting for Tomas's next' command. Though Calin was Warleader...",,,Extracted from page 314
crydee_268,Magician,315,canon,architecture,"him, and knew Tomas could now walk the dark mines of the Grey Towers without fear or danger. ""Have the other scouts returned?"" Dolgan nodded, signaling for them to come forward. Three elves and three dwarves approached. ""Any sign of the Black Robes?"" when the scouts indicated no, the man in white and gold frowned. ""We would do well to capture one of them and carry him to Elvandar. Their last attack was the deepest yet. I would give much to know the limits of their power."" Dolgan took out his ...",Tower,,Extracted from page 315
crydee_269,Magician,316,implied,architecture,"the position across the river. The soldiers in the Tsurani camp stood and looked both ways, with several coming to the edge of the water, peering into the dark forest. Tomas raised his hand and dropped it with a chopping motion. Suddenly it was raining elven arrows on the camp across the river, :and Tsurani soldiers were diving for their shields. Before they could fully .~arm, Tomas led a charge of dwarves across the shallow sandbar ford. another flight of arrows passed overhead, then the elv...",,,Extracted from page 316
crydee_270,Magician,317,unknown,architecture,"Dolgan slew a guard and found none to stand against him. He turned and saw Galain standing over another dead Tsurani, but staring at something beyond. The dwarf followed his gaze to where Tomas was standing over a wounded Tsurani soldier who lay with blood running down his face from a scalp wound, an arm upraised in a plea for mercy. Over him stood Tomas, his face an alien mask of rage. With a strange and terrible cry, in a voice rough and harsh, he brought down his golden sword and ended the...",,,Extracted from page 317
crydee_271,Magician,318,unknown,architecture,"Tomas asked, ""Any news from Crydee?"" ""Pigeons arrived just before I left. Prince Arutha holds fast against the Tsurani. They have luck as poor there as here. But they move southward through the Green Heart."" He surveyed the dwarves and Tomas. ""I am surprised that you could reach Elvandar."" Dolgan puffed his pipe. ""It was a long trek. We had to move swiftly and with stealth. It is unlikely we will be able to return to the mountains now the invaders are aroused. Once in place, they are loath to...",,,Extracted from page 318
crydee_272,Magician,319,canon,architecture,"must seek to drive us deep into the forest again, to keep us from harrying their positions."" He crossed to stand over the ranger. ""Do any of the black-robed ones come?"" ""From time to time I saw one with the company I followed."" Tomas again slapped his hands. ""This time they come in force. Send word to the other camps. In two days' time all the host of Elvandar is to meet at the queen's court, save scouts and runners who will watch the outworlders."" Silently runners sprang up from the fire and...",,bed,Extracted from page 319
crydee_273,Magician,320,unknown,architecture,"knew that he would never be Tomas of Crydee again, but what was he becoming? The slightest hint of a footfall sounded behind him. Without turning, he said, ""Good eve, my lady.""",,,Extracted from page 320
crydee_274,Magician,322,canon,architecture,"that which will also keep us apart?"" Aglaranna put her hand to her cheek. ""I know not. It has never been with the royal family to be other than what we are. Others may seek alliance with humans. I would not have that sadness when you are old and grey and I am still as you see me."" Tomas's eyes flashed, and his voice gained a harsh edge. ""That will never happen, lady. I shall live a thousand years in this glade. Of that I have no doubt. But I shall trouble you no more . . . until other matters...",,,Extracted from page 322
crydee_275,Magician,323,unknown,architecture,"dragon's gift. Well met, Tomas of Crydee."" Tomas stepped back. The man's eyes radiated power, and his easy manner veiled strength that Tomas could feel. ""who are you?"" The man said, ""I have many names, but here I am called Macros the Black."" He pointed with his staff and swept it around the gathered watchers. ""I have come, for you have embarked upon a bold plan."" At the last, he pointed his staff at Tomas. He dropped the tip and leaned on the staff again. ""But the plan to capture a Black Robe...",,,Extracted from page 323
crydee_276,Magician,325,unknown,architecture,"do, Tomas of Crydee, do I not?"" He turned to the others and with a sweep of his staff said, ""Ready yourselves. I shall be with you."" To the Queen he said, ""I would rest, if you have a place for me?"" The queen turned to the elf who had brought Macros to the council. ""Take him to a room, bring him whatever he requires."" The sorcerer bowed and followed the guide. The others stood in silence, until Tomas said, ""Let us make ready."" As NIGHT GAVE way to dawn, the queen stood alone near her throne. ...",,,Extracted from page 325
crydee_277,Magician,328,unknown,architecture,"much I do know. Somehow the boy from Crydee, in his love for you and yours, in his simple human caring, has so far withstood the most powerful member of the most powerful mortal race ever to have lived upon this world. And he is well served in withstanding the terrible pain of ' that conflict of two natures by the soft arts of your Spellweavers."" She looked hard at Macros. ""You know of this?"" He laughed with genuine amusement. ""Lady, I am not without some vanity. I'm stung you'd think you cou...",,,Extracted from page 328
crydee_278,Magician,329,canon,architecture,"""Do you advise me to keep him here?"" ""I can only point out the alternatives. You must decide. The Elf queen threw back her head, her red-gold locks flying and her eyes moist, looking out over Elvandar. The first light of day was breaking. Rosy light lanced through the trees, casting shadows of deep blue. The morning songs of birds could be heard around the glades. She turned to Macros, wishing to thank him for his counsel, and found him gone. The Tsurani ADVANCED as Macros had foretold. The c...",Tower,,Extracted from page 329
crydee_279,Magician,330,implied,architecture,"arrows to the fray. Tsurani soldiers were struck and fell before they could come to grips with the enemy. Their own bowmen could not return the fire, for they were harried by a hundred tiny foes. The elves watched as the Tsurani tried to hold position, while the birds continued their bloody work in their midst. The Tsurani fought back as best they could, striking down many birds in midflight, but for each one killed, three took its place. Suddenly a hissing, tearing sound cut through the din....",,bed,Extracted from page 330
crydee_280,Magician,332,implied,architecture,"The Elf Prince sent soldiers to follow the retreating invaders, to care for the allied wounded, and to give the dying Tsurani quick mercy. Tomas made his way to the small room where he abided, and pulled aside the curtain. He sat heavily upon his pallet, tossing aside his sword and shield. A dull throbbing in his head caused him to close his eyes. Memories came flooding in. THE HEhVENs wERE torn with mad vortices of energy crashing from horizon to horizon. Ashen-Shugar sat upon mighty Shuruga...",,,Extracted from page 332
crydee_281,Magician,334,canon,architecture,"wall opposite his door, at the first hint of day. Another man in black came down the corridor and another waiting youth left behind him. Soon a third. Then a fourth. After a time he found himself alone. The hallway was silent. A figure emerged from the darkness, his robes conspiring to mask his coming until the last few feet. He stood before the young man in white and nodded, pointing down the corridor. The youth fell in behind his blackrobed guide, and they made their way down a series of to...",,"bed, wall, door",Extracted from page 334
crydee_282,Magician,335,canon,architecture,"camp. A great kitchen with boys hurrying about many tasks. A room in a high tower. Each passed with blinding quickness, leaving only an afterimage in its passing. Daily a voice would sound in his head, and his mind's voice would respond with an answer, while he labored at his endless task. The voice would ask a simple question, and his mind's voice would answer. Should the answer be incorrect, the question would be repeated. If several wrong answers were made, the voice would cease its questi...","tower, kitchen",,Extracted from page 335
crydee_283,Magician,339,canon,architecture,"Shimone through the door and found himself upon an open flat roof, atop a high tower. From the center of the roof a single spire rose. Skyward it shot, a needle of fashioned rock. Winding upward around it was a narrow stairway, carved into the side of the needle. Milamber's eyes followed it until the top was lost in the clouds. He found the sight fascinating, for it seemed to violate several canons of physical law that he had studied. Still, it stood before him, and what was more, his guide w...",tower,"stair, window, door",Extracted from page 339
crydee_284,Magician,340,canon,architecture,"soldiers in a border clash. In counterpoint there was a faint echo of a dying Tsurani soldier, crying for his family. From the north came the smell of ice and the sound of the hooves of thousands of Thun pounding over the frozen tundra, heading south for warmer lands. From the west, the laughter of the young wife of a powerful noble teasing a halfterrified, half-aroused household guard into betraying her husband, away conducting business with a merchant in Tusan to the south. From the east, t...",tower,,Extracted from page 340
crydee_285,Magician,341,canon,architecture,"south. The tower, or the needle upon it, swayed slightly, and he unconsciously shifted his weight to compensate. Lightning flashed as the storm clouds rushed toward him, and thunder broke around his head. The very sound was enough to dislodge him from the small platform, and he was forced to delve deeper into his inner well of power, into that silent place known only as waI, and there he found the strength to resist the onslaught of the storm. Winds buffeted him, slamming him toward the platf...",tower,,Extracted from page 341
crydee_286,Magician,342,implied,architecture,"each for a specific purpose, so strong and well-armed soldiers protect the foragers. More food is brought to the hive, and the race begins to prosper. Over the plains the young Thun males race, fighting among themselves with rocks and sticks, fists and fang. They clash knowing only there is a nameless urge driving them on, demanding that one or another from their band drive off the others and sire the next generation of young. It will be ages before they become reasoning beings, able to work ...",,,Extracted from page 342
crydee_287,Magician,343,implied,architecture,"skin. These are fighting men, but not organized soldiers, for they wear robes of different cut and color one from the other. Each steps down off the bridge, some showing wounds, all hiding terror behind implacable expressions. Over their shoulders they carry long swords of fine steel, fashioned with great care. The tops of their heads are shaved, with the hair around pulled back into a knot. These bear the proud look of men unsure if they are better off for having survived the battle. Mixed",,,Extracted from page 343
crydee_288,Magician,345,canon,architecture,"towers ascend to the skies. Its people are industrious, and the city prospers. Caravans of trade goods come overland, and great ships call from across the sea. Years speed by, bringing war and famine, peace and bounty. One day a ship pulls into the harbor, as scarred and ill as its crew. A great battle has been fought, and this ship is one of the few to survive. Those across the water will come soon, and the City of the Plains will fall if help is not forthcoming. Runners are sent north to th...",tower,,Extracted from page 345
crydee_289,Magician,346,implied,architecture,"His demand: bring proof. The magicians shake their heads and return to their modest halls. Decades pass, and the magicians conduct a campaign of propaganda, seeking to influence any noble of the Empire who will listen. The day arrives when the news is proclaimed that the Emperor is dead and his son now reigns. The magicians gather with all who can travel to the Holy City for the coronation of the new Emperor. Thousands of people line the streets, while slaves bear the nobles of the land in li...",,,Extracted from page 346
crydee_290,Magician,347,canon,architecture,"from the Assembly, orders the building of a great castle upon an island in the center of the giant lake in the midst of the mountains of Ambdina. Time PASSES. Hundreds of black-clad magicians stand atop towers that rise from the city of the island, not yet the magnificent single entity of the future. Two hundred years have passed, and now two suns burn in the sky, one warm and yellow-green, the other small, white, and angry. The watcher sees the men work their magic, the greatest spell cast i...",tower,,Extracted from page 347
crydee_291,Magician,348,canon,architecture,"again upon the towers. Now, instead of the invading Stranger, they regard a starless sky. Another spell, years in the fashioning, is being incanted. when it is finished, the earth reverberates with violent energies. Suddenly the sky is ablaze with stars, and Kelewan is again in its normal place. ""Things are not always what they seem,"" says a voice. The Emperor sends a command that the full Assembly should come to the Holy City at once. By ones and twos they use the patterns to travel to Kento...",tower,,Extracted from page 348
crydee_292,Magician,349,canon,architecture,"twenty who stood upon towers against the Stranger answers the Emperor's call. They advance to stand before Tukamaco, forty times Emperor, descendant of Sudkahanchoza, and Light of Heaven. The EmFror asks if the Assembly will accept the charge to stand ever vigilant over the Empire, protecting it until the end of time. The magicians confer and agree. The Emperor then leaves his throne and abases himself before the assembled magicians, something never done before. He sits back and, still on his...",tower,"table, window",Extracted from page 349
crydee_293,Magician,350,canon,architecture,"was by far the most opulent. The hangings on the walls were rich cloth, enhanced with the finest threadwork, and there were several valuable metal objects adorning various shelves. Milamber made a study of his host as well. The heavyset magician showed Milamber to a cushion before a low table and then poured cups of chocha. His plump hands moved with controlled ease, precisely and efficiently. His dark, nearly black, eyes shone from under the thick brows that accented an otherwise deceptively...",Tower,"table, wall",Extracted from page 350
crydee_294,Magician,351,canon,architecture,"to keep him silent. Hochopepa was trying to make a point, . and Milamber would wait to hear what it was, no matter how roundabout the stout magician insisted on being. When Milamber said nothing, Hochopepa continued. ""Your position for several reasons. The obvious one is that you are the first to wear the black who is not of this world. The second is that you were the apprentice of a Lesser Magician."" Milamber raised an eyebrow. ""Kulgan? You know of my training?"" Hochopepa laughed, a genuine ...",Tower,,Extracted from page 351
crydee_295,Magician,352,canon,architecture,"the Tower reeks of Grand Opera. You may avail yourself of the libraries should you seek history rather than theater."" Seeing Milamber's attentions were elsewhere, Hochopepa said, ""In any event, we were speaking of other things."" Milamber said, ""I would hear of your problem."" Hochopepa adjusted his robe, smoothing the creases. ""Indulge me a moment longer for a brief digression. It all has bearing on why I asked you here."" Milamber signified that Hochopepa should continue. ""Little is known of o...",Tower,bed,Extracted from page 352
crydee_296,Magician,356,canon,architecture,"since the sege of Crydee, Charles had met Martin's expectations, proving his loyalty and worth a dozen times. He had also become a passable woodsman, though he would never have Garret or Martin's natural ease. Whispering, Charles said, ""Huntmaster, I mark many new banners."" 'Where?"" :' Charles pointed to a spot near the farthest edge of the Tsurani camp. with the aid of the dwarves remaining in the high villages, Martin and his two companions had made the dangerous climb over the Grey Towers,...",Tower,,Extracted from page 356
crydee_297,Magician,357,canon,architecture,"piece of dried beef and chewed it. The climb over the Grey Towers, even with the dwarves' help, had taken its toll: they all were hungry, tired, and dirty. ""where are the new companies of soldiers?"" Martin asked. ""They won't bring them through this winter. They can stage outside the City of the Plains on Kelewan, at ease in a milder climate. They'll move through the rift just before the spring thaw. By the time flowers are blooming in Princess Carline's garden again, they'll be marching."" A h...",Tower,bed,Extracted from page 357
crydee_298,Magician,358,canon,architecture,"Martin felt his eyes tearing and blew hard through his nose to keep from sneezing. ""Pepper!"" Garret said, ""Mastercook Megar will be angry, but I thought we might need it. The cho-ja and the dogs will smell nothing for hours if they sniff around here."" Martin nodded. ""Upstream!"" the three men splashed through the water, then got into a quieter rhythm. They were out of sight of the place where they entered the stream when the baying of the dogs was interrupted by sneezes. Angry voices commands,...",Tower,"bed, wall",Extracted from page 358
crydee_299,Magician,359,canon,architecture,"of the wall, the slow, controlled gesture a clear sign of his frustration. 'i've regretted the need for his going a hundred times. Of the three, only Garret shows any sense of caution. That Charles is a Tsurani madman, consumed by honour, and Longbow is . . .' ""Longbow,' finished roland. 'i've never met a man who reveals so little of himself, roland. If I live as long as an elf, I don't think I'll ever understand what makes him the way he is.' roland leaned against the cool stones of the wall...",tower,wall,Extracted from page 359
crydee_300,Magician,360,canon,architecture,"relief in his voice. Leaving the wall, Arutha descended the steps to the courtyard to wait for the Huntmaster and his men. roland stood by his side as the three dusty men entered the gates of the castle. Both Garret and Charles remained silent as Martin said, 'Greetings, Highness.' ""Greetings, Martin. What news?' asked the Prince. Martin began to recount the facts unearthed at the Tsurani camp, and after a moment, Arutha cut him off. 'Better save your wind for the council, Martin. roland, go ...","Tower, courtyard","bed, chair, wall, gate",Extracted from page 360
crydee_301,Magician,361,canon,architecture,"rivals, nor small enough to be relegated to only minor roles. We had the benefit of knowing much of the matters before the High Council without having to worry overly much about what decisions were made. Our clan was active in the Party for Progress, for we numbered many scholars, teachers, healers, priests, and artists in our families. 'Then for a time the Hunzan Clan left the Party for Progress, for reasons not clear to any but the highest family leaders, reasons I can only speculate on. My...",,gate,Extracted from page 361
crydee_302,Magician,362,canon,architecture,"soldier who's a member of the Blue Wheel families. I took it to mean the Alliance for War had been ended.' Fannon interrupted. 'Are you then saying the conduct of this war is but an aspect of some political game in this High Council?' Charles said, ""Swordmaster. I know it is difficult for a man as steadfast in his loyalty to his nation as you are to understand such a thing. But that is exactly what I am saying. 'There are reasons, Tsurani reasons, for such a war. / Your world is rich in metal...",,"table, gate",Extracted from page 362
crydee_303,Magician,363,canon,architecture,"once more allied with the Warlord, and their soldiers will be rejoining the war come spring."" Charles looked at those in the council hall. ""I cannot begin to guess why there has once again been a realignment in the council. I am too far from the game. But as His Highness has said, what is important for those of us here in Crydee to know is that as many as ten thousand fresh soldiers may come against one of the fronts in the Spring."" Amos scowled. ""That's a backbreaker, for certain."" Arutha un...",,,Extracted from page 363
crydee_304,Magician,364,implied,architecture,"available soldier. We dare not pull men from the south for fear of the Tsurani moving against Jonril. With the ,garrison strengthened, we will have a stable situation .down there for a while. Should the enemy attack the garrison, it can be reinforced from Carss and Tulan. Should the enemy move against either castle, they leave Jonril at their back. But all that will fail should we strip those garrisons. 'And Father is committed to a long front and has no men to spare.' He looked at Charles. ""...",,"table, chair",Extracted from page 364
crydee_305,Magician,367,unknown,architecture,"before leaving Crydee, say tender good-byes to your sister, write your father and brother, and leave any testaments and legacies in order.' Without changing expression, Arutha said, ""The letters and legacies are written, and Carline and I dine alone tonight."" Amos nodded. ""We'll leave on the morning tide. This ship's a slabsided,",,,Extracted from page 367
crydee_306,Magician,368,canon,architecture,"company but soldiers and a few farmers in that gods-forsaken fort."" Carline covered her mouth as she giggled. ""I hope your father doesn't discover you've gambled away his barony to the soldiers come spring "" Roland smiled at her. ""I'll miss you."" Carline took his hands in hers. ""And I you."" They stood in tableau for a time, then suddenly Carline's facade of bravery cracked, and she was in his arms. ""Don't let anything happen. I couldn't bear losing you."" 'I know,' he said gently. ""But you mus...",,"table, wall",Extracted from page 368
crydee_307,Magician,369,canon,architecture,"can best any man of the castle, save your father. Step down from the gangway and draw your sword and I'll show you why I still wear the badge of Swordmaster.' Arutha held his hands up in mock supplication. 'Fannon, it is good to see such sparks again. Crydee is well protected by her Swordmaster.' Fannon stepped forward and placed his hand upon Arutha's shoulder. 'Take care, Arutha. You were always my best student. I should hate to lose you.' Arutha smiled fondly at his old teacher. 'My thanks...",,,Extracted from page 369
